Year,Race_Num,RaceName,Circuit,Driver,Team,Quali_Pos,Quali_Time_Seconds
2021,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,1,88.997
2021,1,Bahrain Grand Prix,Sakhir,HAM,Mercedes,2,89.385
2021,1,Bahrain Grand Prix,Sakhir,BOT,Mercedes,3,89.586
2021,1,Bahrain Grand Prix,Sakhir,LEC,Ferrari,4,89.678
2021,1,Bahrain Grand Prix,Sakhir,GAS,AlphaTauri,5,89.809
2021,1,Bahrain Grand Prix,Sakhir,RIC,McLaren,6,89.927
2021,1,Bahrain Grand Prix,Sakhir,NOR,McLaren,7,89.974
2021,1,Bahrain Grand Prix,Sakhir,SAI,Ferrari,8,90.009
2021,1,Bahrain Grand Prix,Sakhir,ALO,Alpine,9,90.249
2021,1,Bahrain Grand Prix,Sakhir,STR,Aston Martin,10,90.601
2021,1,Bahrain Grand Prix,Sakhir,TSU,AlphaTauri,11,90.607
2021,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,12,90.659
2021,1,Bahrain Grand Prix,Sakhir,GIO,Alfa Romeo Racing,13,90.708
2021,1,Bahrain Grand Prix,Sakhir,RAI,Alfa Romeo Racing,14,91.238
2021,1,Bahrain Grand Prix,Sakhir,RUS,Williams,15,91.316
2021,1,Bahrain Grand Prix,Sakhir,OCO,Alpine,16,91.724
2021,1,Bahrain Grand Prix,Sakhir,LAT,Williams,17,91.936
2021,1,Bahrain Grand Prix,Sakhir,VET,Aston Martin,18,92.056
2021,1,Bahrain Grand Prix,Sakhir,MSC,Haas F1 Team,19,92.449
2021,1,Bahrain Grand Prix,Sakhir,MAZ,Haas F1 Team,20,93.273
2021,3,Portuguese Grand Prix,Portimão,HAM,Mercedes,1,77.968
2021,3,Portuguese Grand Prix,Portimão,VER,Red Bull Racing,2,78.209
2021,3,Portuguese Grand Prix,Portimão,BOT,Mercedes,3,78.348
2021,3,Portuguese Grand Prix,Portimão,NOR,McLaren,4,78.481
2021,3,Portuguese Grand Prix,Portimão,OCO,Alpine,5,78.586
2021,3,Portuguese Grand Prix,Portimão,LEC,Ferrari,6,78.769
2021,3,Portuguese Grand Prix,Portimão,SAI,Ferrari,7,78.813
2021,3,Portuguese Grand Prix,Portimão,PER,Red Bull Racing,8,78.845
2021,3,Portuguese Grand Prix,Portimão,VET,Aston Martin,9,78.97
2021,3,Portuguese Grand Prix,Portimão,GAS,AlphaTauri,10,79.052
2021,3,Portuguese Grand Prix,Portimão,RUS,Williams,11,79.109
2021,3,Portuguese Grand Prix,Portimão,GIO,Alfa Romeo Racing,12,79.216
2021,3,Portuguese Grand Prix,Portimão,ALO,Alpine,13,79.456
2021,3,Portuguese Grand Prix,Portimão,TSU,AlphaTauri,14,79.463
2021,3,Portuguese Grand Prix,Portimão,RAI,Alfa Romeo Racing,15,79.748
2021,3,Portuguese Grand Prix,Portimão,RIC,McLaren,16,79.839
2021,3,Portuguese Grand Prix,Portimão,STR,Aston Martin,17,79.913
2021,3,Portuguese Grand Prix,Portimão,LAT,Williams,18,80.285
2021,3,Portuguese Grand Prix,Portimão,MSC,Haas F1 Team,19,80.452
2021,3,Portuguese Grand Prix,Portimão,MAZ,Haas F1 Team,20,80.912
2021,4,Spanish Grand Prix,Barcelona,HAM,Mercedes,1,76.741
2021,4,Spanish Grand Prix,Barcelona,VER,Red Bull Racing,2,76.777
2021,4,Spanish Grand Prix,Barcelona,BOT,Mercedes,3,76.873
2021,4,Spanish Grand Prix,Barcelona,LEC,Ferrari,4,77.51
2021,4,Spanish Grand Prix,Barcelona,OCO,Alpine,5,77.58
2021,4,Spanish Grand Prix,Barcelona,SAI,Ferrari,6,77.62
2021,4,Spanish Grand Prix,Barcelona,RIC,McLaren,7,77.622
2021,4,Spanish Grand Prix,Barcelona,PER,Red Bull Racing,8,77.669
2021,4,Spanish Grand Prix,Barcelona,NOR,McLaren,9,77.696
2021,4,Spanish Grand Prix,Barcelona,ALO,Alpine,10,77.966
2021,4,Spanish Grand Prix,Barcelona,STR,Aston Martin,11,77.974
2021,4,Spanish Grand Prix,Barcelona,GAS,AlphaTauri,12,77.982
2021,4,Spanish Grand Prix,Barcelona,VET,Aston Martin,13,78.079
2021,4,Spanish Grand Prix,Barcelona,GIO,Alfa Romeo Racing,14,78.356
2021,4,Spanish Grand Prix,Barcelona,RUS,Williams,15,78.445
2021,4,Spanish Grand Prix,Barcelona,TSU,AlphaTauri,16,78.556
2021,4,Spanish Grand Prix,Barcelona,RAI,Alfa Romeo Racing,17,78.917
2021,4,Spanish Grand Prix,Barcelona,MSC,Haas F1 Team,18,79.117
2021,4,Spanish Grand Prix,Barcelona,LAT,Williams,19,79.219
2021,4,Spanish Grand Prix,Barcelona,MAZ,Haas F1 Team,20,79.807
2021,5,Monaco Grand Prix,Monte Carlo,LEC,Ferrari,1,70.346
2021,5,Monaco Grand Prix,Monte Carlo,VER,Red Bull Racing,2,70.576
2021,5,Monaco Grand Prix,Monte Carlo,BOT,Mercedes,3,70.601
2021,5,Monaco Grand Prix,Monte Carlo,SAI,Ferrari,4,70.611
2021,5,Monaco Grand Prix,Monte Carlo,NOR,McLaren,5,70.62
2021,5,Monaco Grand Prix,Monte Carlo,GAS,AlphaTauri,6,70.9
2021,5,Monaco Grand Prix,Monte Carlo,PER,Red Bull Racing,7,71.019
2021,5,Monaco Grand Prix,Monte Carlo,HAM,Mercedes,8,71.095
2021,5,Monaco Grand Prix,Monte Carlo,VET,Aston Martin,9,71.309
2021,5,Monaco Grand Prix,Monte Carlo,GIO,Alfa Romeo Racing,10,71.409
2021,5,Monaco Grand Prix,Monte Carlo,OCO,Alpine,11,71.486
2021,5,Monaco Grand Prix,Monte Carlo,RIC,McLaren,12,71.598
2021,5,Monaco Grand Prix,Monte Carlo,STR,Aston Martin,13,71.6
2021,5,Monaco Grand Prix,Monte Carlo,RAI,Alfa Romeo Racing,14,71.642
2021,5,Monaco Grand Prix,Monte Carlo,RUS,Williams,15,71.83
2021,5,Monaco Grand Prix,Monte Carlo,TSU,AlphaTauri,16,72.096
2021,5,Monaco Grand Prix,Monte Carlo,ALO,Alpine,17,72.205
2021,5,Monaco Grand Prix,Monte Carlo,LAT,Williams,18,72.366
2021,5,Monaco Grand Prix,Monte Carlo,MAZ,Haas F1 Team,19,72.958
2021,8,Styrian Grand Prix,Spielberg,VER,Red Bull Racing,1,63.841
2021,8,Styrian Grand Prix,Spielberg,BOT,Mercedes,2,64.035
2021,8,Styrian Grand Prix,Spielberg,HAM,Mercedes,3,64.067
2021,8,Styrian Grand Prix,Spielberg,NOR,McLaren,4,64.12
2021,8,Styrian Grand Prix,Spielberg,PER,Red Bull Racing,5,64.168
2021,8,Styrian Grand Prix,Spielberg,GAS,AlphaTauri,6,64.236
2021,8,Styrian Grand Prix,Spielberg,LEC,Ferrari,7,64.472
2021,8,Styrian Grand Prix,Spielberg,TSU,AlphaTauri,8,64.514
2021,8,Styrian Grand Prix,Spielberg,ALO,Alpine,9,64.574
2021,8,Styrian Grand Prix,Spielberg,STR,Aston Martin,10,64.663
2021,8,Styrian Grand Prix,Spielberg,RUS,Williams,11,64.671
2021,8,Styrian Grand Prix,Spielberg,SAI,Ferrari,12,64.711
2021,8,Styrian Grand Prix,Spielberg,VET,Aston Martin,13,64.711
2021,8,Styrian Grand Prix,Spielberg,RIC,McLaren,14,64.808
2021,8,Styrian Grand Prix,Spielberg,GIO,Alfa Romeo Racing,15,64.913
2021,8,Styrian Grand Prix,Spielberg,LAT,Williams,16,65.175
2021,8,Styrian Grand Prix,Spielberg,OCO,Alpine,17,65.217
2021,8,Styrian Grand Prix,Spielberg,RAI,Alfa Romeo Racing,18,65.429
2021,8,Styrian Grand Prix,Spielberg,MSC,Haas F1 Team,19,66.041
2021,8,Styrian Grand Prix,Spielberg,MAZ,Haas F1 Team,20,66.192
2021,9,Austrian Grand Prix,Spielberg,VER,Red Bull Racing,1,63.72
2021,9,Austrian Grand Prix,Spielberg,NOR,McLaren,2,63.768
2021,9,Austrian Grand Prix,Spielberg,PER,Red Bull Racing,3,63.99
2021,9,Austrian Grand Prix,Spielberg,HAM,Mercedes,4,64.014
2021,9,Austrian Grand Prix,Spielberg,BOT,Mercedes,5,64.049
2021,9,Austrian Grand Prix,Spielberg,GAS,AlphaTauri,6,64.107
2021,9,Austrian Grand Prix,Spielberg,TSU,AlphaTauri,7,64.273
2021,9,Austrian Grand Prix,Spielberg,ALO,Alpine,8,64.472
2021,9,Austrian Grand Prix,Spielberg,VET,Aston Martin,9,64.493
2021,9,Austrian Grand Prix,Spielberg,STR,Aston Martin,10,64.547
2021,9,Austrian Grand Prix,Spielberg,RUS,Williams,11,64.553
2021,9,Austrian Grand Prix,Spielberg,SAI,Ferrari,12,64.559
2021,9,Austrian Grand Prix,Spielberg,LEC,Ferrari,13,64.6
2021,9,Austrian Grand Prix,Spielberg,RIC,McLaren,14,64.719
2021,9,Austrian Grand Prix,Spielberg,GIO,Alfa Romeo Racing,15,64.777
2021,9,Austrian Grand Prix,Spielberg,RAI,Alfa Romeo Racing,16,65.009
2021,9,Austrian Grand Prix,Spielberg,OCO,Alpine,17,65.051
2021,9,Austrian Grand Prix,Spielberg,LAT,Williams,18,65.195
2021,9,Austrian Grand Prix,Spielberg,MSC,Haas F1 Team,19,65.427
2021,9,Austrian Grand Prix,Spielberg,MAZ,Haas F1 Team,20,65.951
2021,10,British Grand Prix,Silverstone,HAM,Mercedes,1,86.023
2021,10,British Grand Prix,Silverstone,VER,Red Bull Racing,2,86.209
2021,10,British Grand Prix,Silverstone,BOT,Mercedes,3,86.328
2021,10,British Grand Prix,Silverstone,PER,Red Bull Racing,4,86.813
2021,10,British Grand Prix,Silverstone,LEC,Ferrari,5,86.828
2021,10,British Grand Prix,Silverstone,SAI,Ferrari,6,86.848
2021,10,British Grand Prix,Silverstone,NOR,McLaren,7,86.897
2021,10,British Grand Prix,Silverstone,RIC,McLaren,8,86.899
2021,10,British Grand Prix,Silverstone,RUS,Williams,9,86.971
2021,10,British Grand Prix,Silverstone,VET,Aston Martin,10,87.103
2021,10,British Grand Prix,Silverstone,ALO,Alpine,11,87.245
2021,10,British Grand Prix,Silverstone,GAS,AlphaTauri,12,87.273
2021,10,British Grand Prix,Silverstone,OCO,Alpine,13,87.34
2021,10,British Grand Prix,Silverstone,GIO,Alfa Romeo Racing,14,87.595
2021,10,British Grand Prix,Silverstone,STR,Aston Martin,15,87.665
2021,10,British Grand Prix,Silverstone,TSU,AlphaTauri,16,88.043
2021,10,British Grand Prix,Silverstone,RAI,Alfa Romeo Racing,17,88.062
2021,10,British Grand Prix,Silverstone,LAT,Williams,18,88.254
2021,10,British Grand Prix,Silverstone,MSC,Haas F1 Team,19,88.738
2021,10,British Grand Prix,Silverstone,MAZ,Haas F1 Team,20,89.051
2021,11,Hungarian Grand Prix,Budapest,HAM,Mercedes,1,75.419
2021,11,Hungarian Grand Prix,Budapest,VER,Red Bull Racing,2,75.65
2021,11,Hungarian Grand Prix,Budapest,BOT,Mercedes,3,75.734
2021,11,Hungarian Grand Prix,Budapest,NOR,McLaren,4,76.385
2021,11,Hungarian Grand Prix,Budapest,GAS,AlphaTauri,5,76.394
2021,11,Hungarian Grand Prix,Budapest,PER,Red Bull Racing,6,76.421
2021,11,Hungarian Grand Prix,Budapest,LEC,Ferrari,7,76.496
2021,11,Hungarian Grand Prix,Budapest,ALO,Alpine,8,76.541
2021,11,Hungarian Grand Prix,Budapest,SAI,Ferrari,9,76.649
2021,11,Hungarian Grand Prix,Budapest,OCO,Alpine,10,76.653
2021,11,Hungarian Grand Prix,Budapest,VET,Aston Martin,11,76.75
2021,11,Hungarian Grand Prix,Budapest,RIC,McLaren,12,76.871
2021,11,Hungarian Grand Prix,Budapest,STR,Aston Martin,13,76.893
2021,11,Hungarian Grand Prix,Budapest,RAI,Alfa Romeo Racing,14,77.553
2021,11,Hungarian Grand Prix,Budapest,GIO,Alfa Romeo Racing,15,77.583
2021,11,Hungarian Grand Prix,Budapest,TSU,AlphaTauri,16,77.919
2021,11,Hungarian Grand Prix,Budapest,RUS,Williams,17,77.944
2021,11,Hungarian Grand Prix,Budapest,LAT,Williams,18,78.036
2021,11,Hungarian Grand Prix,Budapest,MAZ,Haas F1 Team,19,78.922
2021,12,Belgian Grand Prix,Spa-Francorchamps,NOR,McLaren,1,116.025
2021,12,Belgian Grand Prix,Spa-Francorchamps,HAM,Mercedes,2,116.229
2021,12,Belgian Grand Prix,Spa-Francorchamps,BOT,Mercedes,3,116.295
2021,12,Belgian Grand Prix,Spa-Francorchamps,GAS,AlphaTauri,4,116.44
2021,12,Belgian Grand Prix,Spa-Francorchamps,VER,Red Bull Racing,5,116.559
2021,12,Belgian Grand Prix,Spa-Francorchamps,VET,Aston Martin,6,116.814
2021,12,Belgian Grand Prix,Spa-Francorchamps,PER,Red Bull Racing,7,116.886
2021,12,Belgian Grand Prix,Spa-Francorchamps,RUS,Williams,8,116.95
2021,12,Belgian Grand Prix,Spa-Francorchamps,RIC,McLaren,9,117.127
2021,12,Belgian Grand Prix,Spa-Francorchamps,OCO,Alpine,10,117.354
2021,12,Belgian Grand Prix,Spa-Francorchamps,LEC,Ferrari,11,117.721
2021,12,Belgian Grand Prix,Spa-Francorchamps,LAT,Williams,12,118.056
2021,12,Belgian Grand Prix,Spa-Francorchamps,SAI,Ferrari,13,118.137
2021,12,Belgian Grand Prix,Spa-Francorchamps,ALO,Alpine,14,118.205
2021,12,Belgian Grand Prix,Spa-Francorchamps,STR,Aston Martin,15,118.231
2021,12,Belgian Grand Prix,Spa-Francorchamps,GIO,Alfa Romeo Racing,16,122.306
2021,12,Belgian Grand Prix,Spa-Francorchamps,TSU,AlphaTauri,17,122.413
2021,12,Belgian Grand Prix,Spa-Francorchamps,MSC,Haas F1 Team,18,123.973
2021,12,Belgian Grand Prix,Spa-Francorchamps,RAI,Alfa Romeo Racing,19,124.452
2021,12,Belgian Grand Prix,Spa-Francorchamps,MAZ,Haas F1 Team,20,124.939
2021,13,Dutch Grand Prix,Zandvoort,VER,Red Bull Racing,1,68.885
2021,13,Dutch Grand Prix,Zandvoort,HAM,Mercedes,2,68.923
2021,13,Dutch Grand Prix,Zandvoort,BOT,Mercedes,3,69.222
2021,13,Dutch Grand Prix,Zandvoort,LEC,Ferrari,4,69.437
2021,13,Dutch Grand Prix,Zandvoort,GAS,AlphaTauri,5,69.478
2021,13,Dutch Grand Prix,Zandvoort,SAI,Ferrari,6,69.537
2021,13,Dutch Grand Prix,Zandvoort,GIO,Alfa Romeo Racing,7,69.59
2021,13,Dutch Grand Prix,Zandvoort,RIC,McLaren,8,69.865
2021,13,Dutch Grand Prix,Zandvoort,OCO,Alpine,9,69.919
2021,13,Dutch Grand Prix,Zandvoort,ALO,Alpine,10,69.956
2021,13,Dutch Grand Prix,Zandvoort,LAT,Williams,11,70.093
2021,13,Dutch Grand Prix,Zandvoort,RUS,Williams,12,70.332
2021,13,Dutch Grand Prix,Zandvoort,STR,Aston Martin,13,70.367
2021,13,Dutch Grand Prix,Zandvoort,NOR,McLaren,14,70.406
2021,13,Dutch Grand Prix,Zandvoort,TSU,AlphaTauri,15,70.462
2021,13,Dutch Grand Prix,Zandvoort,PER,Red Bull Racing,16,70.53
2021,13,Dutch Grand Prix,Zandvoort,VET,Aston Martin,17,70.731
2021,13,Dutch Grand Prix,Zandvoort,KUB,Alfa Romeo Racing,18,71.301
2021,13,Dutch Grand Prix,Zandvoort,MSC,Haas F1 Team,19,71.387
2021,13,Dutch Grand Prix,Zandvoort,MAZ,Haas F1 Team,20,71.875
2021,14,Italian Grand Prix,Monza,BOT,Mercedes,1,79.555
2021,14,Italian Grand Prix,Monza,HAM,Mercedes,2,79.651
2021,14,Italian Grand Prix,Monza,VER,Red Bull Racing,3,79.966
2021,14,Italian Grand Prix,Monza,NOR,McLaren,4,79.989
2021,14,Italian Grand Prix,Monza,RIC,McLaren,5,79.995
2021,14,Italian Grand Prix,Monza,GAS,AlphaTauri,6,80.26
2021,14,Italian Grand Prix,Monza,SAI,Ferrari,7,80.462
2021,14,Italian Grand Prix,Monza,LEC,Ferrari,8,80.51
2021,14,Italian Grand Prix,Monza,PER,Red Bull Racing,9,80.611
2021,14,Italian Grand Prix,Monza,GIO,Alfa Romeo Racing,10,80.726
2021,14,Italian Grand Prix,Monza,VET,Aston Martin,11,80.913
2021,14,Italian Grand Prix,Monza,STR,Aston Martin,12,81.02
2021,14,Italian Grand Prix,Monza,ALO,Alpine,13,81.069
2021,14,Italian Grand Prix,Monza,OCO,Alpine,14,81.103
2021,14,Italian Grand Prix,Monza,RUS,Williams,15,81.392
2021,14,Italian Grand Prix,Monza,TSU,AlphaTauri,16,81.711
2021,14,Italian Grand Prix,Monza,LAT,Williams,17,81.925
2021,14,Italian Grand Prix,Monza,MSC,Haas F1 Team,18,82.248
2021,14,Italian Grand Prix,Monza,KUB,Alfa Romeo Racing,19,82.53
2021,14,Italian Grand Prix,Monza,MAZ,Haas F1 Team,20,82.716
2021,15,Russian Grand Prix,Sochi,NOR,McLaren,1,101.993
2021,15,Russian Grand Prix,Sochi,SAI,Ferrari,2,102.51
2021,15,Russian Grand Prix,Sochi,RUS,Williams,3,102.983
2021,15,Russian Grand Prix,Sochi,HAM,Mercedes,4,104.05
2021,15,Russian Grand Prix,Sochi,RIC,McLaren,5,104.156
2021,15,Russian Grand Prix,Sochi,ALO,Alpine,6,104.204
2021,15,Russian Grand Prix,Sochi,BOT,Mercedes,7,104.71
2021,15,Russian Grand Prix,Sochi,STR,Aston Martin,8,104.956
2021,15,Russian Grand Prix,Sochi,PER,Red Bull Racing,9,105.337
2021,15,Russian Grand Prix,Sochi,OCO,Alpine,10,105.865
2021,15,Russian Grand Prix,Sochi,VET,Aston Martin,11,106.573
2021,15,Russian Grand Prix,Sochi,GAS,AlphaTauri,12,106.641
2021,15,Russian Grand Prix,Sochi,TSU,AlphaTauri,13,106.751
2021,15,Russian Grand Prix,Sochi,LAT,Williams,14,108.252
2021,15,Russian Grand Prix,Sochi,LEC,Ferrari,15,108.47
2021,15,Russian Grand Prix,Sochi,RAI,Alfa Romeo Racing,16,109.586
2021,15,Russian Grand Prix,Sochi,MSC,Haas F1 Team,17,109.83
2021,15,Russian Grand Prix,Sochi,GIO,Alfa Romeo Racing,18,111.023
2021,15,Russian Grand Prix,Sochi,MAZ,Haas F1 Team,19,113.764
2021,15,Russian Grand Prix,Sochi,VER,Red Bull Racing,20,119.522
2021,16,Turkish Grand Prix,Istanbul,HAM,Mercedes,1,82.868
2021,16,Turkish Grand Prix,Istanbul,BOT,Mercedes,2,82.998
2021,16,Turkish Grand Prix,Istanbul,VER,Red Bull Racing,3,83.196
2021,16,Turkish Grand Prix,Istanbul,LEC,Ferrari,4,83.265
2021,16,Turkish Grand Prix,Istanbul,GAS,AlphaTauri,5,83.326
2021,16,Turkish Grand Prix,Istanbul,ALO,Alpine,6,83.477
2021,16,Turkish Grand Prix,Istanbul,PER,Red Bull Racing,7,83.706
2021,16,Turkish Grand Prix,Istanbul,NOR,McLaren,8,83.954
2021,16,Turkish Grand Prix,Istanbul,TSU,AlphaTauri,9,84.054
2021,16,Turkish Grand Prix,Istanbul,STR,Aston Martin,10,84.305
2021,16,Turkish Grand Prix,Istanbul,VET,Aston Martin,11,84.795
2021,16,Turkish Grand Prix,Istanbul,OCO,Alpine,12,84.842
2021,16,Turkish Grand Prix,Istanbul,RUS,Williams,13,85.007
2021,16,Turkish Grand Prix,Istanbul,SAI,Ferrari,14,85.177
2021,16,Turkish Grand Prix,Istanbul,MSC,Haas F1 Team,15,85.2
2021,16,Turkish Grand Prix,Istanbul,RIC,McLaren,16,85.881
2021,16,Turkish Grand Prix,Istanbul,LAT,Williams,17,86.086
2021,16,Turkish Grand Prix,Istanbul,GIO,Alfa Romeo Racing,18,86.43
2021,16,Turkish Grand Prix,Istanbul,RAI,Alfa Romeo Racing,19,87.525
2021,16,Turkish Grand Prix,Istanbul,MAZ,Haas F1 Team,20,88.449
2021,17,United States Grand Prix,Austin,VER,Red Bull Racing,1,92.91
2021,17,United States Grand Prix,Austin,HAM,Mercedes,2,93.119
2021,17,United States Grand Prix,Austin,PER,Red Bull Racing,3,93.134
2021,17,United States Grand Prix,Austin,BOT,Mercedes,4,93.475
2021,17,United States Grand Prix,Austin,LEC,Ferrari,5,93.606
2021,17,United States Grand Prix,Austin,SAI,Ferrari,6,93.792
2021,17,United States Grand Prix,Austin,RIC,McLaren,7,93.808
2021,17,United States Grand Prix,Austin,NOR,McLaren,8,93.88
2021,17,United States Grand Prix,Austin,GAS,AlphaTauri,9,94.118
2021,17,United States Grand Prix,Austin,TSU,AlphaTauri,10,94.918
2021,17,United States Grand Prix,Austin,VET,Aston Martin,11,95.281
2021,17,United States Grand Prix,Austin,OCO,Alpine,12,95.377
2021,17,United States Grand Prix,Austin,RUS,Williams,13,95.73
2021,17,United States Grand Prix,Austin,ALO,Alpine,14,95.756
2021,17,United States Grand Prix,Austin,GIO,Alfa Romeo Racing,15,95.794
2021,17,United States Grand Prix,Austin,STR,Aston Martin,16,95.983
2021,17,United States Grand Prix,Austin,LAT,Williams,17,95.995
2021,17,United States Grand Prix,Austin,RAI,Alfa Romeo Racing,18,96.311
2021,17,United States Grand Prix,Austin,MSC,Haas F1 Team,19,96.499
2021,17,United States Grand Prix,Austin,MAZ,Haas F1 Team,20,96.796
2021,18,Mexico City Grand Prix,Mexico City,BOT,Mercedes,1,75.875
2021,18,Mexico City Grand Prix,Mexico City,HAM,Mercedes,2,76.02
2021,18,Mexico City Grand Prix,Mexico City,VER,Red Bull Racing,3,76.225
2021,18,Mexico City Grand Prix,Mexico City,PER,Red Bull Racing,4,76.342
2021,18,Mexico City Grand Prix,Mexico City,GAS,AlphaTauri,5,76.456
2021,18,Mexico City Grand Prix,Mexico City,TSU,AlphaTauri,6,76.701
2021,18,Mexico City Grand Prix,Mexico City,LEC,Ferrari,7,76.748
2021,18,Mexico City Grand Prix,Mexico City,SAI,Ferrari,8,76.761
2021,18,Mexico City Grand Prix,Mexico City,RIC,McLaren,9,76.763
2021,18,Mexico City Grand Prix,Mexico City,NOR,McLaren,10,77.473
2021,18,Mexico City Grand Prix,Mexico City,VET,Aston Martin,11,77.502
2021,18,Mexico City Grand Prix,Mexico City,RAI,Alfa Romeo Racing,12,77.606
2021,18,Mexico City Grand Prix,Mexico City,GIO,Alfa Romeo Racing,13,77.897
2021,18,Mexico City Grand Prix,Mexico City,RUS,Williams,14,77.958
2021,18,Mexico City Grand Prix,Mexico City,OCO,Alpine,15,78.126
2021,18,Mexico City Grand Prix,Mexico City,ALO,Alpine,16,78.452
