Year,Race_Num,RaceName,Circuit,Driver,Team,Grid_Pos,Finish_Pos,Status,Points,Laps
2021,16,Turkish Grand Prix,Istanbul,stroll,aston_martin,8,9,Finished,2.0,58
2021,16,Turkish Grand Prix,Istanbul,ocon,alpine,12,10,+1 Lap,1.0,57
2021,16,Turkish Grand Prix,Istanbul,giovinazzi,alfa,16,11,+1 Lap,0.0,57
2021,16,Turkish Grand Prix,Istanbul,raikkonen,alfa,17,12,+1 Lap,0.0,57
2021,16,Turkish Grand Prix,Istanbul,ricciardo,mclaren,20,13,+1 Lap,0.0,57
2021,16,Turkish Grand Prix,Istanbul,tsunoda,alphatauri,9,14,+1 Lap,0.0,57
2021,16,Turkish Grand Prix,Istanbul,russell,williams,13,15,+1 Lap,0.0,57
2021,16,Turkish Grand Prix,Istanbul,alonso,alpine,5,16,+1 Lap,0.0,57
2021,16,Turkish Grand Prix,Istanbul,latifi,williams,15,17,+1 Lap,0.0,57
2021,16,Turkish Grand Prix,Istanbul,vettel,aston_martin,10,18,+1 Lap,0.0,57
2021,16,Turkish Grand Prix,Istanbul,mick_schumacher,haas,14,19,+2 Laps,0.0,56
2021,16,Turkish Grand Prix,Istanbul,mazepin,haas,18,20,+2 Laps,0.0,56
2021,17,United States Grand Prix,Austin,max_verstappen,red_bull,1,1,Finished,25.0,56
2021,17,United States Grand Prix,Austin,hamilton,mercedes,2,2,Finished,19.0,56
2021,17,United States Grand Prix,Austin,perez,red_bull,3,3,Finished,15.0,56
2021,17,United States Grand Prix,Austin,leclerc,ferrari,4,4,Finished,12.0,56
2021,17,United States Grand Prix,Austin,ricciardo,mclaren,6,5,Finished,10.0,56
2021,17,United States Grand Prix,Austin,bottas,mercedes,9,6,Finished,8.0,56
2021,17,United States Grand Prix,Austin,sainz,ferrari,5,7,Finished,6.0,56
2021,17,United States Grand Prix,Austin,norris,mclaren,7,8,Finished,4.0,56
2021,17,United States Grand Prix,Austin,tsunoda,alphatauri,10,9,+1 Lap,2.0,55
2021,17,United States Grand Prix,Austin,vettel,aston_martin,18,10,+1 Lap,1.0,55
2021,17,United States Grand Prix,Austin,giovinazzi,alfa,12,11,+1 Lap,0.0,55
2021,17,United States Grand Prix,Austin,stroll,aston_martin,13,12,+1 Lap,0.0,55
2021,17,United States Grand Prix,Austin,raikkonen,alfa,15,13,+1 Lap,0.0,55
2021,17,United States Grand Prix,Austin,russell,williams,20,14,+1 Lap,0.0,55
2021,17,United States Grand Prix,Austin,latifi,williams,14,15,+1 Lap,0.0,55
2021,17,United States Grand Prix,Austin,mick_schumacher,haas,16,16,+2 Laps,0.0,54
2021,17,United States Grand Prix,Austin,mazepin,haas,17,17,+2 Laps,0.0,54
2021,17,United States Grand Prix,Austin,alonso,alpine,19,18,Rear wing,0.0,49
2021,17,United States Grand Prix,Austin,ocon,alpine,11,19,Mechanical,0.0,40
2021,17,United States Grand Prix,Austin,gasly,alphatauri,8,20,Suspension,0.0,14
2021,18,Mexico City Grand Prix,Mexico City,max_verstappen,red_bull,3,1,Finished,25.0,71
2021,18,Mexico City Grand Prix,Mexico City,hamilton,mercedes,2,2,Finished,18.0,71
2021,18,Mexico City Grand Prix,Mexico City,perez,red_bull,4,3,Finished,15.0,71
2021,18,Mexico City Grand Prix,Mexico City,gasly,alphatauri,5,4,Finished,12.0,71
2021,18,Mexico City Grand Prix,Mexico City,leclerc,ferrari,8,5,Finished,10.0,71
2021,18,Mexico City Grand Prix,Mexico City,sainz,ferrari,6,6,+1 Lap,8.0,70
2021,18,Mexico City Grand Prix,Mexico City,vettel,aston_martin,9,7,+1 Lap,6.0,70
2021,18,Mexico City Grand Prix,Mexico City,raikkonen,alfa,10,8,+1 Lap,4.0,70
2021,18,Mexico City Grand Prix,Mexico City,alonso,alpine,12,9,+1 Lap,2.0,70
2021,18,Mexico City Grand Prix,Mexico City,norris,mclaren,18,10,+1 Lap,1.0,70
2021,18,Mexico City Grand Prix,Mexico City,giovinazzi,alfa,11,11,+1 Lap,0.0,70
2021,18,Mexico City Grand Prix,Mexico City,ricciardo,mclaren,7,12,+1 Lap,0.0,70
2021,18,Mexico City Grand Prix,Mexico City,ocon,alpine,19,13,+1 Lap,0.0,70
2021,18,Mexico City Grand Prix,Mexico City,stroll,aston_martin,20,14,+2 Laps,0.0,69
2021,18,Mexico City Grand Prix,Mexico City,bottas,mercedes,1,15,+2 Laps,0.0,69
2021,18,Mexico City Grand Prix,Mexico City,russell,williams,16,16,+2 Laps,0.0,69
2021,18,Mexico City Grand Prix,Mexico City,latifi,williams,13,17,+2 Laps,0.0,69
2021,18,Mexico City Grand Prix,Mexico City,mazepin,haas,15,18,+3 Laps,0.0,68
2021,18,Mexico City Grand Prix,Mexico City,mick_schumacher,haas,14,19,Collision,0.0,0
2021,18,Mexico City Grand Prix,Mexico City,tsunoda,alphatauri,17,20,Collision,0.0,0
2021,19,São Paulo Grand Prix,São Paulo,hamilton,mercedes,10,1,Finished,25.0,71
2021,19,São Paulo Grand Prix,São Paulo,max_verstappen,red_bull,2,2,Finished,18.0,71
2021,19,São Paulo Grand Prix,São Paulo,bottas,mercedes,1,3,Finished,15.0,71
2021,19,São Paulo Grand Prix,São Paulo,perez,red_bull,4,4,Finished,13.0,71
2021,19,São Paulo Grand Prix,São Paulo,leclerc,ferrari,6,5,Finished,10.0,71
2021,19,São Paulo Grand Prix,São Paulo,sainz,ferrari,3,6,Finished,8.0,71
2021,19,São Paulo Grand Prix,São Paulo,gasly,alphatauri,7,7,+1 Lap,6.0,70
2021,19,São Paulo Grand Prix,São Paulo,ocon,alpine,8,8,+1 Lap,4.0,70
2021,19,São Paulo Grand Prix,São Paulo,alonso,alpine,12,9,+1 Lap,2.0,70
2021,19,São Paulo Grand Prix,São Paulo,norris,mclaren,5,10,+1 Lap,1.0,70
2021,19,São Paulo Grand Prix,São Paulo,vettel,aston_martin,9,11,+1 Lap,0.0,70
2021,19,São Paulo Grand Prix,São Paulo,raikkonen,alfa,0,12,+1 Lap,0.0,70
2021,19,São Paulo Grand Prix,São Paulo,russell,williams,17,13,+1 Lap,0.0,70
2021,19,São Paulo Grand Prix,São Paulo,giovinazzi,alfa,13,14,+1 Lap,0.0,70
2021,19,São Paulo Grand Prix,São Paulo,tsunoda,alphatauri,15,15,+1 Lap,0.0,70
2021,19,São Paulo Grand Prix,São Paulo,latifi,williams,16,16,+1 Lap,0.0,70
2021,19,São Paulo Grand Prix,São Paulo,mazepin,haas,19,17,+2 Laps,0.0,69
2021,19,São Paulo Grand Prix,São Paulo,mick_schumacher,haas,18,18,+2 Laps,0.0,69
2021,19,São Paulo Grand Prix,São Paulo,ricciardo,mclaren,11,19,Power loss,0.0,49
2021,19,São Paulo Grand Prix,São Paulo,stroll,aston_martin,14,20,Collision damage,0.0,47
2021,20,Qatar Grand Prix,Lusail,hamilton,mercedes,1,1,Finished,25.0,57
2021,20,Qatar Grand Prix,Lusail,max_verstappen,red_bull,7,2,Finished,19.0,57
2021,20,Qatar Grand Prix,Lusail,alonso,alpine,3,3,Finished,15.0,57
2021,20,Qatar Grand Prix,Lusail,perez,red_bull,11,4,Finished,12.0,57
2021,20,Qatar Grand Prix,Lusail,ocon,alpine,9,5,Finished,10.0,57
2021,20,Qatar Grand Prix,Lusail,stroll,aston_martin,12,6,Finished,8.0,57
2021,20,Qatar Grand Prix,Lusail,sainz,ferrari,5,7,Finished,6.0,57
2021,20,Qatar Grand Prix,Lusail,leclerc,ferrari,13,8,Finished,4.0,57
2021,20,Qatar Grand Prix,Lusail,norris,mclaren,4,9,+1 Lap,2.0,56
2021,20,Qatar Grand Prix,Lusail,vettel,aston_martin,10,10,+1 Lap,1.0,56
2021,20,Qatar Grand Prix,Lusail,gasly,alphatauri,2,11,+1 Lap,0.0,56
2021,20,Qatar Grand Prix,Lusail,ricciardo,mclaren,14,12,+1 Lap,0.0,56
2021,20,Qatar Grand Prix,Lusail,tsunoda,alphatauri,8,13,+1 Lap,0.0,56
2021,20,Qatar Grand Prix,Lusail,raikkonen,alfa,16,14,+1 Lap,0.0,56
2021,20,Qatar Grand Prix,Lusail,giovinazzi,alfa,18,15,+1 Lap,0.0,56
2021,20,Qatar Grand Prix,Lusail,mick_schumacher,haas,19,16,+1 Lap,0.0,56
2021,20,Qatar Grand Prix,Lusail,russell,williams,15,17,+2 Laps,0.0,55
2021,20,Qatar Grand Prix,Lusail,mazepin,haas,20,18,+2 Laps,0.0,55
2021,20,Qatar Grand Prix,Lusail,latifi,williams,17,19,Puncture,0.0,50
2021,20,Qatar Grand Prix,Lusail,bottas,mercedes,6,20,Damage,0.0,48
2021,21,Saudi Arabian Grand Prix,Jeddah,hamilton,mercedes,1,1,Finished,26.0,50
2021,21,Saudi Arabian Grand Prix,Jeddah,max_verstappen,red_bull,3,2,Finished,18.0,50
2021,21,Saudi Arabian Grand Prix,Jeddah,bottas,mercedes,2,3,Finished,15.0,50
2021,21,Saudi Arabian Grand Prix,Jeddah,ocon,alpine,9,4,Finished,12.0,50
2021,21,Saudi Arabian Grand Prix,Jeddah,ricciardo,mclaren,11,5,Finished,10.0,50
2021,21,Saudi Arabian Grand Prix,Jeddah,gasly,alphatauri,6,6,Finished,8.0,50
2021,21,Saudi Arabian Grand Prix,Jeddah,leclerc,ferrari,4,7,Finished,6.0,50
2021,21,Saudi Arabian Grand Prix,Jeddah,sainz,ferrari,15,8,Finished,4.0,50
2021,21,Saudi Arabian Grand Prix,Jeddah,giovinazzi,alfa,10,9,Finished,2.0,50
2021,21,Saudi Arabian Grand Prix,Jeddah,norris,mclaren,7,10,Finished,1.0,50
2021,21,Saudi Arabian Grand Prix,Jeddah,stroll,aston_martin,18,11,Finished,0.0,50
2021,21,Saudi Arabian Grand Prix,Jeddah,latifi,williams,16,12,Finished,0.0,50
2021,21,Saudi Arabian Grand Prix,Jeddah,alonso,alpine,13,13,+1 Lap,0.0,49
2021,21,Saudi Arabian Grand Prix,Jeddah,tsunoda,alphatauri,8,14,+1 Lap,0.0,49
2021,21,Saudi Arabian Grand Prix,Jeddah,raikkonen,alfa,12,15,+1 Lap,0.0,49
2021,21,Saudi Arabian Grand Prix,Jeddah,vettel,aston_martin,17,16,Collision damage,0.0,44
2021,21,Saudi Arabian Grand Prix,Jeddah,perez,red_bull,5,17,Collision,0.0,14
2021,21,Saudi Arabian Grand Prix,Jeddah,mazepin,haas,20,18,Collision,0.0,14
2021,21,Saudi Arabian Grand Prix,Jeddah,russell,williams,14,19,Collision,0.0,14
2021,21,Saudi Arabian Grand Prix,Jeddah,mick_schumacher,haas,19,20,Accident,0.0,8
2021,22,Abu Dhabi Grand Prix,Yas Island,max_verstappen,red_bull,1,1,Finished,26.0,58
2021,22,Abu Dhabi Grand Prix,Yas Island,hamilton,mercedes,2,2,Finished,18.0,58
2021,22,Abu Dhabi Grand Prix,Yas Island,sainz,ferrari,5,3,Finished,15.0,58
2021,22,Abu Dhabi Grand Prix,Yas Island,tsunoda,alphatauri,8,4,Finished,12.0,58
2021,22,Abu Dhabi Grand Prix,Yas Island,gasly,alphatauri,12,5,Finished,10.0,58
2021,22,Abu Dhabi Grand Prix,Yas Island,bottas,mercedes,6,6,Finished,8.0,58
2021,22,Abu Dhabi Grand Prix,Yas Island,norris,mclaren,3,7,Finished,6.0,58
2021,22,Abu Dhabi Grand Prix,Yas Island,alonso,alpine,11,8,Finished,4.0,58
2021,22,Abu Dhabi Grand Prix,Yas Island,ocon,alpine,9,9,Finished,2.0,58
2021,22,Abu Dhabi Grand Prix,Yas Island,leclerc,ferrari,7,10,Finished,1.0,58
2021,22,Abu Dhabi Grand Prix,Yas Island,vettel,aston_martin,15,11,Finished,0.0,58
2021,22,Abu Dhabi Grand Prix,Yas Island,ricciardo,mclaren,10,12,+1 Lap,0.0,57
2021,22,Abu Dhabi Grand Prix,Yas Island,stroll,aston_martin,13,13,+1 Lap,0.0,57
2021,22,Abu Dhabi Grand Prix,Yas Island,mick_schumacher,haas,19,14,+1 Lap,0.0,57
2021,22,Abu Dhabi Grand Prix,Yas Island,perez,red_bull,4,15,Engine,0.0,55
2021,22,Abu Dhabi Grand Prix,Yas Island,latifi,williams,16,16,Accident,0.0,50
2021,22,Abu Dhabi Grand Prix,Yas Island,giovinazzi,alfa,14,17,Gearbox,0.0,33
2021,22,Abu Dhabi Grand Prix,Yas Island,russell,williams,17,18,Gearbox,0.0,26
2021,22,Abu Dhabi Grand Prix,Yas Island,raikkonen,alfa,18,19,Brakes,0.0,25
2021,22,Abu Dhabi Grand Prix,Yas Island,mazepin,haas,20,20,Illness,0.0,0
2022,1,Bahrain Grand Prix,Sakhir,leclerc,ferrari,1,1,Finished,26.0,57
2022,1,Bahrain Grand Prix,Sakhir,sainz,ferrari,3,2,Finished,18.0,57
2022,1,Bahrain Grand Prix,Sakhir,hamilton,mercedes,5,3,Finished,15.0,57
2022,1,Bahrain Grand Prix,Sakhir,russell,mercedes,9,4,Finished,12.0,57
2022,1,Bahrain Grand Prix,Sakhir,kevin_magnussen,haas,7,5,Finished,10.0,57
2022,1,Bahrain Grand Prix,Sakhir,bottas,alfa,6,6,Finished,8.0,57
2022,1,Bahrain Grand Prix,Sakhir,ocon,alpine,11,7,Finished,6.0,57
2022,1,Bahrain Grand Prix,Sakhir,tsunoda,alphatauri,16,8,Finished,4.0,57
2022,1,Bahrain Grand Prix,Sakhir,alonso,alpine,8,9,Finished,2.0,57
2022,1,Bahrain Grand Prix,Sakhir,zhou,alfa,15,10,Finished,1.0,57
2022,1,Bahrain Grand Prix,Sakhir,mick_schumacher,haas,12,11,Finished,0.0,57
2022,1,Bahrain Grand Prix,Sakhir,stroll,aston_martin,19,12,Finished,0.0,57
2022,1,Bahrain Grand Prix,Sakhir,albon,williams,14,13,Finished,0.0,57
2022,1,Bahrain Grand Prix,Sakhir,ricciardo,mclaren,18,14,Finished,0.0,57
2022,1,Bahrain Grand Prix,Sakhir,norris,mclaren,13,15,Finished,0.0,57
2022,1,Bahrain Grand Prix,Sakhir,latifi,williams,20,16,Finished,0.0,57
2022,1,Bahrain Grand Prix,Sakhir,hulkenberg,aston_martin,17,17,Finished,0.0,57
2022,1,Bahrain Grand Prix,Sakhir,perez,red_bull,4,18,Fuel pressure,0.0,56
2022,1,Bahrain Grand Prix,Sakhir,max_verstappen,red_bull,2,19,Fuel pressure,0.0,54
2022,1,Bahrain Grand Prix,Sakhir,gasly,alphatauri,10,20,Power Unit,0.0,44
2022,2,Saudi Arabian Grand Prix,Jeddah,max_verstappen,red_bull,4,1,Finished,25.0,50
2022,2,Saudi Arabian Grand Prix,Jeddah,leclerc,ferrari,2,2,Finished,19.0,50
2022,2,Saudi Arabian Grand Prix,Jeddah,sainz,ferrari,3,3,Finished,15.0,50
2022,2,Saudi Arabian Grand Prix,Jeddah,perez,red_bull,1,4,Finished,12.0,50
2022,2,Saudi Arabian Grand Prix,Jeddah,russell,mercedes,6,5,Finished,10.0,50
2022,2,Saudi Arabian Grand Prix,Jeddah,ocon,alpine,5,6,Finished,8.0,50
2022,2,Saudi Arabian Grand Prix,Jeddah,norris,mclaren,11,7,Finished,6.0,50
2022,2,Saudi Arabian Grand Prix,Jeddah,gasly,alphatauri,9,8,Finished,4.0,50
2022,2,Saudi Arabian Grand Prix,Jeddah,kevin_magnussen,haas,10,9,Finished,2.0,50
2022,2,Saudi Arabian Grand Prix,Jeddah,hamilton,mercedes,15,10,Finished,1.0,50
2022,2,Saudi Arabian Grand Prix,Jeddah,zhou,alfa,12,11,Finished,0.0,50
2022,2,Saudi Arabian Grand Prix,Jeddah,hulkenberg,aston_martin,17,12,Finished,0.0,50
2022,2,Saudi Arabian Grand Prix,Jeddah,stroll,aston_martin,13,13,+1 Lap,0.0,49
2022,2,Saudi Arabian Grand Prix,Jeddah,albon,williams,16,14,Collision damage,0.0,47
2022,2,Saudi Arabian Grand Prix,Jeddah,bottas,alfa,8,15,Cooling system,0.0,36
2022,2,Saudi Arabian Grand Prix,Jeddah,alonso,alpine,7,16,Water pump,0.0,35
2022,2,Saudi Arabian Grand Prix,Jeddah,ricciardo,mclaren,14,17,Gearbox,0.0,35
2022,2,Saudi Arabian Grand Prix,Jeddah,latifi,williams,18,18,Accident,0.0,14
2022,2,Saudi Arabian Grand Prix,Jeddah,tsunoda,alphatauri,19,19,Power Unit,0.0,0
2022,2,Saudi Arabian Grand Prix,Jeddah,mick_schumacher,haas,0,20,Withdrew,0.0,0
2022,3,Australian Grand Prix,Melbourne,leclerc,ferrari,1,1,Finished,26.0,58
2022,3,Australian Grand Prix,Melbourne,perez,red_bull,3,2,Finished,18.0,58
2022,3,Australian Grand Prix,Melbourne,russell,mercedes,6,3,Finished,15.0,58
2022,3,Australian Grand Prix,Melbourne,hamilton,mercedes,5,4,Finished,12.0,58
2022,3,Australian Grand Prix,Melbourne,norris,mclaren,4,5,Finished,10.0,58
2022,3,Australian Grand Prix,Melbourne,ricciardo,mclaren,7,6,Finished,8.0,58
2022,3,Australian Grand Prix,Melbourne,ocon,alpine,8,7,Finished,6.0,58
2022,3,Australian Grand Prix,Melbourne,bottas,alfa,12,8,Finished,4.0,58
2022,3,Australian Grand Prix,Melbourne,gasly,alphatauri,11,9,Finished,2.0,58
2022,3,Australian Grand Prix,Melbourne,albon,williams,20,10,Finished,1.0,58
2022,3,Australian Grand Prix,Melbourne,zhou,alfa,14,11,Finished,0.0,58
2022,3,Australian Grand Prix,Melbourne,stroll,aston_martin,19,12,Finished,0.0,58
2022,3,Australian Grand Prix,Melbourne,mick_schumacher,haas,15,13,+1 Lap,0.0,57
2022,3,Australian Grand Prix,Melbourne,kevin_magnussen,haas,16,14,+1 Lap,0.0,57
2022,3,Australian Grand Prix,Melbourne,tsunoda,alphatauri,13,15,+1 Lap,0.0,57
2022,3,Australian Grand Prix,Melbourne,latifi,williams,18,16,+1 Lap,0.0,57
2022,3,Australian Grand Prix,Melbourne,alonso,alpine,10,17,+1 Lap,0.0,57
2022,3,Australian Grand Prix,Melbourne,max_verstappen,red_bull,2,18,Fuel leak,0.0,38
2022,3,Australian Grand Prix,Melbourne,vettel,aston_martin,17,19,Accident,0.0,22
2022,3,Australian Grand Prix,Melbourne,sainz,ferrari,9,20,Spun off,0.0,1
2022,4,Emilia Romagna Grand Prix,Imola,max_verstappen,red_bull,1,1,Finished,26.0,63
2022,4,Emilia Romagna Grand Prix,Imola,perez,red_bull,3,2,Finished,18.0,63
2022,4,Emilia Romagna Grand Prix,Imola,norris,mclaren,5,3,Finished,15.0,63
2022,4,Emilia Romagna Grand Prix,Imola,russell,mercedes,11,4,Finished,12.0,63
2022,4,Emilia Romagna Grand Prix,Imola,bottas,alfa,7,5,Finished,10.0,63
2022,4,Emilia Romagna Grand Prix,Imola,leclerc,ferrari,2,6,Finished,8.0,63
2022,4,Emilia Romagna Grand Prix,Imola,tsunoda,alphatauri,12,7,Finished,6.0,63
2022,4,Emilia Romagna Grand Prix,Imola,vettel,aston_martin,13,8,Finished,4.0,63
2022,4,Emilia Romagna Grand Prix,Imola,kevin_magnussen,haas,8,9,Finished,2.0,63
2022,4,Emilia Romagna Grand Prix,Imola,stroll,aston_martin,15,10,+1 Lap,1.0,62
2022,4,Emilia Romagna Grand Prix,Imola,albon,williams,18,11,+1 Lap,0.0,62
2022,4,Emilia Romagna Grand Prix,Imola,gasly,alphatauri,17,12,+1 Lap,0.0,62
2022,4,Emilia Romagna Grand Prix,Imola,hamilton,mercedes,14,13,+1 Lap,0.0,62
2022,4,Emilia Romagna Grand Prix,Imola,ocon,alpine,16,14,+1 Lap,0.0,62
2022,4,Emilia Romagna Grand Prix,Imola,zhou,alfa,0,15,+1 Lap,0.0,62
2022,4,Emilia Romagna Grand Prix,Imola,latifi,williams,19,16,+1 Lap,0.0,62
2022,4,Emilia Romagna Grand Prix,Imola,mick_schumacher,haas,10,17,+1 Lap,0.0,62
2022,4,Emilia Romagna Grand Prix,Imola,ricciardo,mclaren,6,18,+1 Lap,0.0,62
2022,4,Emilia Romagna Grand Prix,Imola,alonso,alpine,9,19,Collision damage,0.0,6
2022,4,Emilia Romagna Grand Prix,Imola,sainz,ferrari,4,20,Collision,0.0,0
2022,5,Miami Grand Prix,Miami,max_verstappen,red_bull,3,1,Finished,26.0,57
2022,5,Miami Grand Prix,Miami,leclerc,ferrari,1,2,Finished,18.0,57
2022,5,Miami Grand Prix,Miami,sainz,ferrari,2,3,Finished,15.0,57
2022,5,Miami Grand Prix,Miami,perez,red_bull,4,4,Finished,12.0,57
2022,5,Miami Grand Prix,Miami,russell,mercedes,12,5,Finished,10.0,57
2022,5,Miami Grand Prix,Miami,hamilton,mercedes,6,6,Finished,8.0,57
2022,5,Miami Grand Prix,Miami,bottas,alfa,5,7,Finished,6.0,57
2022,5,Miami Grand Prix,Miami,ocon,alpine,20,8,Finished,4.0,57
2022,5,Miami Grand Prix,Miami,albon,williams,18,9,Finished,2.0,57
2022,5,Miami Grand Prix,Miami,stroll,aston_martin,0,10,Finished,1.0,57
2022,5,Miami Grand Prix,Miami,alonso,alpine,11,11,Finished,0.0,57
2022,5,Miami Grand Prix,Miami,tsunoda,alphatauri,9,12,Finished,0.0,57
2022,5,Miami Grand Prix,Miami,ricciardo,mclaren,14,13,Finished,0.0,57
2022,5,Miami Grand Prix,Miami,latifi,williams,19,14,Finished,0.0,57
2022,5,Miami Grand Prix,Miami,mick_schumacher,haas,15,15,Finished,0.0,57
2022,5,Miami Grand Prix,Miami,kevin_magnussen,haas,16,16,Front wing,0.0,56
2022,5,Miami Grand Prix,Miami,vettel,aston_martin,0,17,Collision,0.0,54
2022,5,Miami Grand Prix,Miami,gasly,alphatauri,7,18,Suspension,0.0,45
2022,5,Miami Grand Prix,Miami,norris,mclaren,8,19,Collision,0.0,39
2022,5,Miami Grand Prix,Miami,zhou,alfa,17,20,Water leak,0.0,6
2022,6,Spanish Grand Prix,Barcelona,max_verstappen,red_bull,2,1,Finished,25.0,66
2022,6,Spanish Grand Prix,Barcelona,perez,red_bull,5,2,Finished,19.0,66
2022,6,Spanish Grand Prix,Barcelona,russell,mercedes,4,3,Finished,15.0,66
2022,6,Spanish Grand Prix,Barcelona,sainz,ferrari,3,4,Finished,12.0,66
2022,6,Spanish Grand Prix,Barcelona,hamilton,mercedes,6,5,Finished,10.0,66
2022,6,Spanish Grand Prix,Barcelona,bottas,alfa,7,6,Finished,8.0,66
2022,6,Spanish Grand Prix,Barcelona,ocon,alpine,12,7,Finished,6.0,66
2022,6,Spanish Grand Prix,Barcelona,norris,mclaren,11,8,Finished,4.0,66
2022,6,Spanish Grand Prix,Barcelona,alonso,alpine,20,9,+1 Lap,2.0,65
2022,6,Spanish Grand Prix,Barcelona,tsunoda,alphatauri,13,10,+1 Lap,1.0,65
2022,6,Spanish Grand Prix,Barcelona,vettel,aston_martin,16,11,+1 Lap,0.0,65
2022,6,Spanish Grand Prix,Barcelona,ricciardo,mclaren,9,12,+1 Lap,0.0,65
2022,6,Spanish Grand Prix,Barcelona,gasly,alphatauri,14,13,+1 Lap,0.0,65
2022,6,Spanish Grand Prix,Barcelona,mick_schumacher,haas,10,14,+1 Lap,0.0,65
2022,6,Spanish Grand Prix,Barcelona,stroll,aston_martin,17,15,+1 Lap,0.0,65
2022,6,Spanish Grand Prix,Barcelona,latifi,williams,19,16,+2 Laps,0.0,64
2022,6,Spanish Grand Prix,Barcelona,kevin_magnussen,haas,8,17,+2 Laps,0.0,64
2022,6,Spanish Grand Prix,Barcelona,albon,williams,18,18,+2 Laps,0.0,64
2022,6,Spanish Grand Prix,Barcelona,zhou,alfa,15,19,Power loss,0.0,28
2022,6,Spanish Grand Prix,Barcelona,leclerc,ferrari,1,20,Turbo,0.0,27
2022,7,Monaco Grand Prix,Monaco,perez,red_bull,3,1,Finished,25.0,64
2022,7,Monaco Grand Prix,Monaco,sainz,ferrari,2,2,Finished,18.0,64
2022,7,Monaco Grand Prix,Monaco,max_verstappen,red_bull,4,3,Finished,15.0,64
2022,7,Monaco Grand Prix,Monaco,leclerc,ferrari,1,4,Finished,12.0,64
2022,7,Monaco Grand Prix,Monaco,russell,mercedes,6,5,Finished,10.0,64
2022,7,Monaco Grand Prix,Monaco,norris,mclaren,5,6,Finished,9.0,64
2022,7,Monaco Grand Prix,Monaco,alonso,alpine,7,7,Finished,6.0,64
2022,7,Monaco Grand Prix,Monaco,hamilton,mercedes,8,8,Finished,4.0,64
2022,7,Monaco Grand Prix,Monaco,bottas,alfa,12,9,Finished,2.0,64
2022,7,Monaco Grand Prix,Monaco,vettel,aston_martin,9,10,Finished,1.0,64
2022,7,Monaco Grand Prix,Monaco,gasly,alphatauri,17,11,Finished,0.0,64
2022,7,Monaco Grand Prix,Monaco,ocon,alpine,10,12,Finished,0.0,64
2022,7,Monaco Grand Prix,Monaco,ricciardo,mclaren,14,13,Finished,0.0,64
2022,7,Monaco Grand Prix,Monaco,stroll,aston_martin,18,14,Finished,0.0,64
2022,7,Monaco Grand Prix,Monaco,latifi,williams,19,15,+1 Lap,0.0,63
2022,7,Monaco Grand Prix,Monaco,zhou,alfa,20,16,+1 Lap,0.0,63
2022,7,Monaco Grand Prix,Monaco,tsunoda,alphatauri,11,17,+1 Lap,0.0,63
2022,7,Monaco Grand Prix,Monaco,albon,williams,16,18,Mechanical,0.0,48
2022,7,Monaco Grand Prix,Monaco,mick_schumacher,haas,15,19,Accident,0.0,24
2022,7,Monaco Grand Prix,Monaco,kevin_magnussen,haas,13,20,Water pressure,0.0,19
2022,8,Azerbaijan Grand Prix,Baku,max_verstappen,red_bull,3,1,Finished,25.0,51
2022,8,Azerbaijan Grand Prix,Baku,perez,red_bull,2,2,Finished,19.0,51
2022,8,Azerbaijan Grand Prix,Baku,russell,mercedes,5,3,Finished,15.0,51
2022,8,Azerbaijan Grand Prix,Baku,hamilton,mercedes,7,4,Finished,12.0,51
2022,8,Azerbaijan Grand Prix,Baku,gasly,alphatauri,6,5,Finished,10.0,51
2022,8,Azerbaijan Grand Prix,Baku,vettel,aston_martin,9,6,Finished,8.0,51
2022,8,Azerbaijan Grand Prix,Baku,alonso,alpine,10,7,Finished,6.0,51
2022,8,Azerbaijan Grand Prix,Baku,ricciardo,mclaren,12,8,Finished,4.0,51
2022,8,Azerbaijan Grand Prix,Baku,norris,mclaren,11,9,Finished,2.0,51
2022,8,Azerbaijan Grand Prix,Baku,ocon,alpine,13,10,Finished,1.0,51
2022,8,Azerbaijan Grand Prix,Baku,bottas,alfa,15,11,+1 Lap,0.0,50
2022,8,Azerbaijan Grand Prix,Baku,albon,williams,17,12,+1 Lap,0.0,50
2022,8,Azerbaijan Grand Prix,Baku,tsunoda,alphatauri,8,13,+1 Lap,0.0,50
2022,8,Azerbaijan Grand Prix,Baku,mick_schumacher,haas,20,14,+1 Lap,0.0,50
2022,8,Azerbaijan Grand Prix,Baku,latifi,williams,18,15,+1 Lap,0.0,50
2022,8,Azerbaijan Grand Prix,Baku,stroll,aston_martin,19,16,Vibrations,0.0,46
2022,8,Azerbaijan Grand Prix,Baku,kevin_magnussen,haas,16,17,Power Unit,0.0,31
2022,8,Azerbaijan Grand Prix,Baku,zhou,alfa,14,18,Hydraulics,0.0,23
2022,8,Azerbaijan Grand Prix,Baku,leclerc,ferrari,1,19,Power Unit,0.0,21
2022,8,Azerbaijan Grand Prix,Baku,sainz,ferrari,4,20,Hydraulics,0.0,8
2022,9,Canadian Grand Prix,Montréal,max_verstappen,red_bull,1,1,Finished,25.0,70
2022,9,Canadian Grand Prix,Montréal,sainz,ferrari,3,2,Finished,19.0,70
2022,9,Canadian Grand Prix,Montréal,hamilton,mercedes,4,3,Finished,15.0,70
2022,9,Canadian Grand Prix,Montréal,russell,mercedes,8,4,Finished,12.0,70
